student_id,gender,college_tier,socioeconomic_status,placement_status
STU_0400,Male,Tier 1,Urban,Not Placed
STU_0968,Male,Tier 2,Semi-Urban,Placed
STU_1199,Female,Tier 1,Urban,Not Placed
STU_0063,Female,Tier 3,Urban,Not Placed
STU_1279,Male,Tier 2,Rural,Placed
STU_0297,Male,Tier 2,Urban,Placed
STU_1305,Male,Tier 2,Urban,Placed
STU_0284,Male,Tier 2,Semi-Urban,Not Placed
STU_0743,Male,Tier 1,Rural,Placed
STU_0018,Male,Tier 3,Semi-Urban,Placed
STU_0427,Male,Tier 3,Semi-Urban,Not Placed
STU_1045,Female,Tier 2,Urban,Not Placed
STU_0650,Male,Tier 1,Urban,Placed
STU_1081,Male,Tier 2,Urban,Not Placed
STU_1162,Female,Tier 2,Semi-Urban,Placed
STU_0747,Female,Tier 2,Semi-Urban,Not Placed
STU_0081,Male,Tier 1,Urban,Placed
STU_0276,Female,Tier 1,Rural,Placed
STU_1200,Male,Tier 2,Rural,Placed
STU_0196,Female,Tier 2,Rural,Not Placed
STU_0134,Male,Tier 1,Rural,Placed
STU_0444,Male,Tier 2,Semi-Urban,Not Placed
STU_0562,Female,Tier 2,Semi-Urban,Not Placed
STU_0704,Male,Tier 2,Semi-Urban,Not Placed
STU_0887,Female,Tier 1,Urban,Placed
STU_1027,Female,Tier 2,Semi-Urban,Not Placed
STU_1467,Female,Tier 2,Urban,Placed
STU_1490,Female,Tier 2,Urban,Placed
STU_1079,Male,Tier 1,Urban,Not Placed
STU_1000,Male,Tier 2,Semi-Urban,Placed
STU_0441,Other,Tier 2,Urban,Not Placed
STU_0603,Male,Tier 3,Urban,Not Placed
STU_0797,Female,Tier 2,Semi-Urban,Not Placed
STU_1151,Female,Tier 2,Urban,Placed
STU_1241,Male,Tier 2,Rural,Not Placed
STU_0909,Female,Tier 1,Rural,Placed
STU_0443,Female,Tier 3,Urban,Not Placed
STU_1415,Male,Tier 3,Semi-Urban,Placed
STU_1359,Female,Tier 3,Urban,Not Placed
STU_0486,Female,Tier 3,Urban,Placed
STU_0173,Other,Tier 2,Urban,Placed
STU_0751,Female,Tier 1,Urban,Placed
STU_1103,Female,Tier 2,Semi-Urban,Placed
STU_0866,Female,Tier 3,Urban,Placed
STU_0581,Male,Tier 2,Urban,Placed
STU_0036,Male,Tier 2,Urban,Placed
STU_1215,Female,Tier 3,Semi-Urban,Placed
STU_0155,Male,Tier 3,Urban,Placed
STU_0016,Female,Tier 2,Urban,Placed
STU_0101,Female,Tier 3,Urban,Placed
STU_1385,Male,Tier 2,Rural,Placed
STU_0930,Female,Tier 3,Rural,Not Placed
STU_1371,Male,Tier 2,Urban,Placed
STU_0589,Female,Tier 1,Semi-Urban,Placed
STU_1166,Male,Tier 3,Urban,Placed
STU_0099,Other,Tier 3,Urban,Not Placed
STU_0200,Male,Tier 2,Urban,Placed
STU_0878,Male,Tier 1,Semi-Urban,Placed
STU_1351,Female,Tier 2,Rural,Not Placed
STU_0766,Male,Tier 2,Urban,Not Placed
STU_0972,Female,Tier 1,Rural,Placed
STU_0317,Female,Tier 3,Rural,Placed
STU_0248,Female,Tier 3,Urban,Placed
STU_1023,Female,Tier 2,Rural,Placed
STU_0693,Male,Tier 2,Rural,Not Placed
STU_1266,Female,Tier 1,Rural,Placed
STU_1382,Male,Tier 3,Semi-Urban,Not Placed
STU_1142,Female,Tier 1,Rural,Not Placed
STU_1137,Female,Tier 2,Urban,Not Placed
STU_0658,Female,Tier 3,Urban,Not Placed
STU_0532,Female,Tier 1,Semi-Urban,Placed
STU_0817,Female,Tier 2,Semi-Urban,Placed
STU_0409,Male,Tier 3,Urban,Not Placed
STU_1354,Female,Tier 2,Urban,Placed
STU_0071,Male,Tier 2,Rural,Not Placed
STU_1267,Male,Tier 3,Semi-Urban,Not Placed
STU_0651,Male,Tier 2,Urban,Placed
STU_0601,Male,Tier 2,Urban,Placed
STU_1320,Female,Tier 3,Urban,Not Placed
STU_1175,Female,Tier 3,Semi-Urban,Placed
STU_1061,Female,Tier 3,Semi-Urban,Placed
STU_0197,Male,Tier 2,Urban,Placed
STU_0591,Female,Tier 1,Urban,Placed
STU_0522,Male,Tier 2,Urban,Not Placed
STU_1041,Female,Tier 1,Urban,Placed
STU_0976,Female,Tier 2,Urban,Not Placed
STU_0632,Male,Tier 2,Rural,Placed
STU_0066,Female,Tier 2,Semi-Urban,Placed
STU_0565,Male,Tier 1,Semi-Urban,Placed
STU_1248,Female,Tier 2,Urban,Placed
STU_0923,Male,Tier 3,Semi-Urban,Not Placed
STU_0701,Female,Tier 2,Semi-Urban,Placed
STU_0397,Male,Tier 1,Rural,Placed
STU_0572,Male,Tier 2,Semi-Urban,Placed
STU_1436,Female,Tier 2,Urban,Not Placed
STU_1268,Male,Tier 3,Urban,Placed
STU_0201,Male,Tier 2,Semi-Urban,Placed
STU_0727,Female,Tier 2,Rural,Not Placed
STU_0965,Female,Tier 2,Semi-Urban,Not Placed
STU_1246,Female,Tier 3,Urban,Placed
STU_0467,Male,Tier 3,Rural,Not Placed
STU_0696,Female,Tier 2,Urban,Placed
STU_1440,Female,Tier 2,Semi-Urban,Placed
STU_1203,Male,Tier 2,Semi-Urban,Not Placed
STU_0663,Male,Tier 2,Urban,Placed
STU_1206,Female,Tier 3,Urban,Placed
STU_1098,Female,Tier 2,Semi-Urban,Placed
STU_0845,Other,Tier 2,Urban,Not Placed
STU_1442,Male,Tier 2,Urban,Placed
STU_0655,Female,Tier 2,Urban,Placed
STU_0385,Male,Tier 2,Semi-Urban,Placed
STU_0180,Male,Tier 3,Semi-Urban,Not Placed
STU_0881,Male,Tier 2,Rural,Placed
STU_0292,Male,Tier 2,Semi-Urban,Placed
STU_0495,Male,Tier 2,Semi-Urban,Placed
STU_0551,Female,Tier 2,Urban,Placed
STU_0154,Female,Tier 2,Rural,Placed
STU_0555,Male,Tier 1,Rural,Placed
STU_1283,Female,Tier 3,Rural,Not Placed
STU_0597,Other,Tier 2,Urban,Placed
STU_1088,Male,Tier 2,Urban,Not Placed
STU_0543,Male,Tier 2,Semi-Urban,Placed
STU_0520,Female,Tier 3,Urban,Not Placed
STU_0569,Male,Tier 2,Semi-Urban,Not Placed
STU_0095,Female,Tier 2,Urban,Placed
STU_1022,Male,Tier 2,Urban,Not Placed
STU_0892,Male,Tier 1,Semi-Urban,Not Placed
STU_0373,Female,Tier 1,Semi-Urban,Placed
STU_0844,Male,Tier 1,Semi-Urban,Placed
STU_0741,Female,Tier 2,Semi-Urban,Placed
STU_0502,Male,Tier 1,Semi-Urban,Placed
STU_0086,Male,Tier 2,Semi-Urban,Not Placed
STU_1342,Female,Tier 3,Urban,Placed
STU_1465,Female,Tier 3,Urban,Placed
STU_1418,Male,Tier 1,Semi-Urban,Placed
STU_0983,Other,Tier 1,Semi-Urban,Placed
STU_0211,Male,Tier 2,Rural,Placed
STU_1146,Female,Tier 2,Urban,Placed
STU_0542,Male,Tier 2,Urban,Placed
STU_0398,Male,Tier 2,Rural,Not Placed
STU_0794,Female,Tier 1,Semi-Urban,Placed
STU_0406,Male,Tier 2,Semi-Urban,Placed
STU_1100,Female,Tier 2,Urban,Not Placed
STU_1033,Male,Tier 1,Urban,Placed
STU_0865,Male,Tier 2,Urban,Not Placed
STU_1317,Female,Tier 2,Rural,Placed
STU_0631,Female,Tier 3,Rural,Not Placed
STU_1319,Male,Tier 1,Rural,Not Placed
STU_1437,Male,Tier 3,Semi-Urban,Not Placed
STU_0979,Male,Tier 2,Rural,Not Placed
STU_0730,Male,Tier 1,Urban,Not Placed
STU_0377,Female,Tier 2,Semi-Urban,Placed
STU_0871,Other,Tier 3,Semi-Urban,Not Placed
STU_1308,Female,Tier 2,Urban,Placed
STU_0507,Male,Tier 1,Urban,Placed
STU_1282,Male,Tier 2,Urban,Placed
STU_1475,Female,Tier 2,Urban,Placed
STU_0388,Male,Tier 1,Urban,Placed
STU_0225,Male,Tier 3,Semi-Urban,Not Placed
STU_0390,Male,Tier 2,Semi-Urban,Placed
STU_0546,Male,Tier 3,Semi-Urban,Not Placed
STU_0934,Male,Tier 1,Urban,Placed
STU_0945,Female,Tier 2,Rural,Not Placed
STU_1034,Male,Tier 2,Urban,Not Placed
STU_0275,Male,Tier 3,Rural,Not Placed
STU_0638,Male,Tier 1,Urban,Placed
STU_1148,Male,Tier 1,Semi-Urban,Placed
STU_1316,Female,Tier 2,Urban,Placed
STU_0065,Female,Tier 3,Urban,Not Placed
STU_0625,Female,Tier 1,Urban,Placed
STU_1230,Female,Tier 1,Semi-Urban,Placed
STU_0525,Male,Tier 3,Urban,Not Placed
STU_1357,Male,Tier 3,Semi-Urban,Not Placed
STU_0305,Female,Tier 2,Rural,Not Placed
STU_1286,Male,Tier 1,Urban,Placed
STU_0692,Male,Tier 3,Rural,Placed
STU_1075,Male,Tier 1,Rural,Not Placed
STU_0153,Male,Tier 2,Urban,Placed
STU_0304,Male,Tier 2,Semi-Urban,Not Placed
STU_1454,Male,Tier 1,Semi-Urban,Placed
STU_1476,Female,Tier 2,Urban,Placed
STU_0074,Male,Tier 1,Urban,Placed
STU_0583,Female,Tier 2,Urban,Placed
STU_1001,Female,Tier 2,Urban,Not Placed
STU_0784,Male,Tier 2,Urban,Not Placed
STU_0316,Male,Tier 1,Rural,Placed
STU_0451,Male,Tier 2,Rural,Placed
STU_0265,Male,Tier 3,Urban,Not Placed
STU_1386,Male,Tier 1,Urban,Placed
STU_0717,Female,Tier 2,Urban,Placed
STU_1419,Male,Tier 2,Semi-Urban,Placed
STU_0129,Female,Tier 2,Semi-Urban,Placed
STU_0813,Male,Tier 1,Urban,Placed
STU_0465,Female,Tier 2,Urban,Placed
STU_0120,Male,Tier 2,Semi-Urban,Placed
STU_1403,Male,Tier 1,Urban,Not Placed
STU_0576,Female,Tier 3,Urban,Not Placed
STU_0966,Female,Tier 1,Rural,Placed
STU_0708,Male,Tier 2,Semi-Urban,Placed
STU_0124,Male,Tier 3,Urban,Placed
STU_1185,Female,Tier 2,Semi-Urban,Not Placed
STU_0459,Male,Tier 2,Urban,Not Placed
STU_0126,Male,Tier 2,Urban,Not Placed
STU_1008,Male,Tier 1,Urban,Not Placed
STU_0956,Female,Tier 1,Urban,Placed
STU_0439,Male,Tier 1,Rural,Placed
STU_0231,Female,Tier 2,Urban,Placed
STU_1147,Male,Tier 1,Urban,Placed
STU_0527,Female,Tier 2,Urban,Not Placed
STU_1213,Other,Tier 2,Urban,Placed
STU_1047,Male,Tier 3,Urban,Placed
STU_1136,Female,Tier 1,Urban,Placed
STU_0800,Male,Tier 2,Urban,Not Placed
STU_0244,Male,Tier 2,Rural,Not Placed
STU_0960,Female,Tier 1,Rural,Placed
STU_0001,Female,Tier 3,Urban,Not Placed
STU_0594,Female,Tier 3,Semi-Urban,Not Placed
STU_0202,Female,Tier 3,Semi-Urban,Not Placed
STU_0010,Female,Tier 2,Semi-Urban,Placed
STU_0103,Other,Tier 2,Urban,Placed
STU_0255,Female,Tier 2,Semi-Urban,Not Placed
STU_1221,Male,Tier 2,Rural,Not Placed
STU_1408,Male,Tier 3,Urban,Placed
STU_0256,Other,Tier 1,Semi-Urban,Placed
STU_0556,Male,Tier 2,Urban,Not Placed
STU_1155,Female,Tier 2,Urban,Placed
STU_0830,Male,Tier 1,Urban,Placed
STU_0368,Male,Tier 3,Urban,Placed
STU_0208,Male,Tier 2,Semi-Urban,Not Placed
STU_0431,Female,Tier 1,Semi-Urban,Not Placed
STU_0354,Male,Tier 1,Semi-Urban,Not Placed
STU_0283,Male,Tier 3,Urban,Not Placed
STU_1011,Male,Tier 3,Semi-Urban,Placed
STU_0438,Female,Tier 3,Urban,Placed
STU_1477,Other,Tier 2,Urban,Not Placed
STU_0949,Male,Tier 3,Rural,Not Placed
STU_0768,Male,Tier 2,Urban,Not Placed
STU_0089,Female,Tier 2,Semi-Urban,Placed
STU_1051,Female,Tier 2,Urban,Not Placed
STU_1313,Female,Tier 3,Rural,Not Placed
STU_1225,Male,Tier 2,Semi-Urban,Not Placed
STU_1392,Male,Tier 3,Rural,Not Placed
STU_1036,Male,Tier 2,Urban,Placed
STU_0005,Male,Tier 2,Urban,Placed
STU_0356,Male,Tier 3,Semi-Urban,Not Placed
STU_0731,Female,Tier 2,Urban,Not Placed
STU_0097,Male,Tier 2,Urban,Placed
STU_0344,Female,Tier 2,Semi-Urban,Placed
STU_0820,Female,Tier 1,Rural,Placed
STU_0567,Female,Tier 3,Rural,Not Placed
STU_1264,Female,Tier 2,Urban,Placed
STU_0639,Female,Tier 3,Semi-Urban,Not Placed
STU_1160,Female,Tier 1,Urban,Placed
STU_1474,Male,Tier 3,Rural,Not Placed
STU_0069,Male,Tier 3,Semi-Urban,Not Placed
STU_0683,Female,Tier 1,Semi-Urban,Not Placed
STU_0151,Male,Tier 1,Semi-Urban,Placed
STU_1054,Female,Tier 2,Urban,Not Placed
STU_1021,Male,Tier 2,Urban,Not Placed
STU_0948,Female,Tier 1,Semi-Urban,Placed
STU_0070,Female,Tier 1,Urban,Placed
STU_1294,Female,Tier 1,Urban,Placed
STU_0372,Male,Tier 2,Semi-Urban,Not Placed
STU_0078,Female,Tier 3,Urban,Placed
STU_1170,Female,Tier 2,Semi-Urban,Placed
STU_0303,Male,Tier 1,Urban,Placed
STU_0729,Male,Tier 2,Urban,Not Placed
STU_1017,Male,Tier 2,Urban,Not Placed
STU_1040,Male,Tier 1,Urban,Placed
STU_0251,Female,Tier 2,Urban,Placed
STU_1095,Female,Tier 3,Urban,Not Placed
STU_1483,Female,Tier 1,Urban,Placed
STU_0895,Female,Tier 2,Semi-Urban,Not Placed
STU_0637,Female,Tier 2,Urban,Placed
STU_1117,Female,Tier 2,Rural,Placed
STU_1496,Male,Tier 1,Rural,Placed
STU_1120,Female,Tier 3,Urban,Placed
STU_0296,Female,Tier 3,Semi-Urban,Not Placed
STU_0118,Female,Tier 2,Urban,Placed
STU_0624,Female,Tier 2,Urban,Placed
STU_1064,Female,Tier 3,Urban,Placed
STU_0665,Other,Tier 2,Urban,Not Placed
STU_0669,Female,Tier 1,Urban,Placed
STU_0699,Male,Tier 3,Semi-Urban,Not Placed
STU_1434,Female,Tier 1,Semi-Urban,Placed
STU_1258,Female,Tier 2,Rural,Placed
STU_0575,Other,Tier 3,Urban,Placed
STU_0755,Male,Tier 2,Urban,Not Placed
STU_0045,Male,Tier 2,Urban,Not Placed
STU_0831,Female,Tier 3,Urban,Placed
STU_0012,Female,Tier 3,Rural,Not Placed
STU_0433,Male,Tier 3,Urban,Not Placed
STU_0479,Female,Tier 2,Urban,Placed
STU_0107,Male,Tier 2,Semi-Urban,Not Placed
STU_0796,Male,Tier 2,Semi-Urban,Placed
STU_1373,Male,Tier 2,Semi-Urban,Not Placed
STU_0826,Female,Tier 2,Rural,Not Placed
STU_0781,Male,Tier 2,Urban,Not Placed
STU_0643,Male,Tier 2,Semi-Urban,Not Placed
STU_0545,Male,Tier 1,Urban,Placed
STU_1130,Male,Tier 2,Urban,Placed
STU_0689,Female,Tier 2,Semi-Urban,Placed
STU_0590,Female,Tier 1,Semi-Urban,Placed
STU_0767,Male,Tier 2,Semi-Urban,Not Placed
STU_1224,Female,Tier 2,Urban,Not Placed
STU_1115,Female,Tier 1,Urban,Placed
STU_0461,Female,Tier 1,Urban,Placed
STU_0504,Female,Tier 2,Semi-Urban,Not Placed
STU_1347,Male,Tier 3,Rural,Placed
STU_0469,Male,Tier 2,Urban,Not Placed
STU_1073,Female,Tier 2,Semi-Urban,Not Placed
STU_0015,Male,Tier 1,Semi-Urban,Not Placed
STU_0509,Female,Tier 2,Semi-Urban,Placed
STU_0621,Female,Tier 3,Semi-Urban,Not Placed
STU_1449,Male,Tier 2,Urban,Placed
STU_0308,Male,Tier 2,Rural,Not Placed
STU_0661,Female,Tier 3,Rural,Not Placed
STU_0672,Male,Tier 3,Rural,Placed
STU_0449,Female,Tier 3,Urban,Not Placed
STU_0959,Male,Tier 2,Semi-Urban,Not Placed
STU_0582,Male,Tier 2,Urban,Placed
STU_1122,Female,Tier 2,Rural,Placed
STU_0138,Male,Tier 2,Semi-Urban,Placed
STU_0105,Male,Tier 1,Urban,Not Placed
STU_0133,Male,Tier 1,Urban,Placed
STU_1028,Male,Tier 3,Urban,Not Placed
STU_1495,Female,Tier 3,Semi-Urban,Placed
STU_0754,Female,Tier 3,Urban,Placed
STU_1010,Male,Tier 2,Urban,Placed
STU_0357,Male,Tier 3,Semi-Urban,Placed
STU_1271,Female,Tier 2,Semi-Urban,Placed
STU_0924,Female,Tier 2,Semi-Urban,Not Placed
STU_1343,Other,Tier 1,Urban,Placed
STU_0982,Male,Tier 2,Urban,Not Placed
STU_0970,Male,Tier 3,Urban,Placed
STU_1344,Male,Tier 2,Semi-Urban,Not Placed
STU_0325,Male,Tier 2,Rural,Not Placed
STU_1177,Female,Tier 2,Urban,Placed
STU_0011,Male,Tier 2,Semi-Urban,Not Placed
STU_0824,Male,Tier 1,Semi-Urban,Placed
STU_1399,Male,Tier 2,Semi-Urban,Placed
STU_0298,Female,Tier 3,Urban,Not Placed
STU_1009,Female,Tier 3,Urban,Not Placed
STU_1171,Female,Tier 1,Semi-Urban,Placed
STU_0977,Male,Tier 3,Semi-Urban,Placed
STU_1218,Female,Tier 3,Semi-Urban,Not Placed
STU_0484,Male,Tier 3,Urban,Placed
STU_0880,Male,Tier 2,Semi-Urban,Not Placed
STU_0538,Female,Tier 3,Semi-Urban,Not Placed
STU_0052,Female,Tier 3,Rural,Not Placed
STU_0290,Male,Tier 1,Semi-Urban,Placed
STU_0877,Female,Tier 3,Semi-Urban,Placed
STU_0322,Female,Tier 1,Urban,Placed
STU_0816,Male,Tier 2,Semi-Urban,Not Placed
STU_1153,Male,Tier 3,Urban,Placed
STU_0940,Male,Tier 2,Urban,Placed
STU_0602,Female,Tier 2,Rural,Placed
STU_0659,Female,Tier 1,Semi-Urban,Placed
STU_1277,Female,Tier 2,Urban,Not Placed
STU_0916,Male,Tier 2,Urban,Placed
STU_0393,Male,Tier 2,Urban,Placed
STU_0912,Female,Tier 2,Urban,Not Placed
STU_1216,Male,Tier 2,Urban,Placed
STU_0869,Female,Tier 1,Semi-Urban,Placed
STU_0489,Male,Tier 2,Urban,Placed
STU_0077,Female,Tier 3,Semi-Urban,Placed
STU_1140,Female,Tier 3,Semi-Urban,Not Placed
STU_0967,Female,Tier 2,Urban,Not Placed
STU_0252,Male,Tier 2,Rural,Placed
STU_0809,Male,Tier 2,Semi-Urban,Placed
STU_0823,Male,Tier 1,Urban,Not Placed
STU_0926,Male,Tier 1,Rural,Not Placed
STU_1307,Male,Tier 3,Semi-Urban,Not Placed
STU_0068,Male,Tier 1,Rural,Placed
STU_1108,Male,Tier 2,Rural,Placed
STU_1251,Female,Tier 3,Urban,Not Placed
STU_1212,Male,Tier 1,Semi-Urban,Placed
STU_0384,Male,Tier 2,Semi-Urban,Not Placed
STU_0969,Female,Tier 1,Urban,Placed
STU_0753,Male,Tier 2,Urban,Placed
STU_0017,Female,Tier 3,Urban,Not Placed
STU_0093,Male,Tier 1,Semi-Urban,Not Placed
STU_0511,Male,Tier 3,Urban,Not Placed
STU_0791,Female,Tier 2,Urban,Not Placed
STU_1396,Male,Tier 1,Urban,Not Placed
STU_0482,Male,Tier 2,Urban,Placed
STU_0534,Male,Tier 3,Semi-Urban,Not Placed
STU_0497,Other,Tier 3,Semi-Urban,Placed
STU_1239,Female,Tier 2,Urban,Not Placed
STU_1018,Female,Tier 1,Urban,Placed
STU_0060,Male,Tier 1,Semi-Urban,Placed
STU_1242,Male,Tier 2,Urban,Placed
STU_0744,Female,Tier 3,Urban,Placed
STU_0395,Female,Tier 2,Urban,Not Placed
STU_0687,Male,Tier 2,Semi-Urban,Placed
STU_0307,Female,Tier 1,Urban,Placed
STU_0513,Male,Tier 1,Rural,Placed
STU_1031,Female,Tier 2,Semi-Urban,Not Placed
STU_0722,Female,Tier 2,Urban,Placed
STU_0383,Female,Tier 1,Urban,Placed
STU_1272,Male,Tier 2,Semi-Urban,Not Placed
STU_1056,Male,Tier 2,Urban,Placed
STU_1298,Female,Tier 3,Urban,Placed
STU_0900,Female,Tier 2,Rural,Placed
STU_0973,Male,Tier 3,Semi-Urban,Not Placed
STU_0518,Male,Tier 3,Urban,Placed
STU_0832,Female,Tier 2,Urban,Placed
STU_0007,Female,Tier 3,Urban,Placed
STU_1004,Female,Tier 2,Urban,Placed
STU_0033,Other,Tier 2,Urban,Placed
STU_0026,Female,Tier 1,Semi-Urban,Placed
STU_0243,Other,Tier 2,Urban,Placed
STU_1220,Male,Tier 2,Urban,Not Placed
STU_1302,Female,Tier 3,Urban,Placed
STU_1421,Female,Tier 2,Semi-Urban,Not Placed
STU_1169,Male,Tier 3,Urban,Placed
STU_0272,Female,Tier 3,Urban,Not Placed
STU_1053,Female,Tier 1,Urban,Placed
STU_0679,Female,Tier 3,Urban,Not Placed
STU_0838,Female,Tier 3,Urban,Not Placed
STU_0088,Male,Tier 1,Urban,Not Placed
STU_1287,Male,Tier 1,Urban,Placed
STU_0121,Male,Tier 3,Semi-Urban,Not Placed
STU_1482,Female,Tier 3,Rural,Not Placed
STU_0884,Male,Tier 3,Semi-Urban,Not Placed
STU_0217,Female,Tier 3,Semi-Urban,Not Placed
STU_0580,Male,Tier 1,Semi-Urban,Placed
STU_0064,Female,Tier 2,Semi-Urban,Not Placed
STU_0226,Male,Tier 3,Semi-Urban,Placed
STU_0474,Female,Tier 2,Semi-Urban,Placed
STU_0337,Male,Tier 2,Urban,Placed
STU_1229,Female,Tier 1,Urban,Placed
STU_0241,Male,Tier 3,Semi-Urban,Not Placed
STU_0991,Male,Tier 2,Rural,Not Placed
STU_1107,Male,Tier 2,Semi-Urban,Not Placed
STU_0057,Other,Tier 1,Semi-Urban,Not Placed
STU_0125,Male,Tier 3,Urban,Not Placed
STU_0161,Male,Tier 2,Urban,Not Placed
STU_0861,Female,Tier 3,Urban,Not Placed
STU_1417,Male,Tier 1,Rural,Not Placed
STU_0500,Other,Tier 3,Urban,Placed
STU_0288,Male,Tier 2,Semi-Urban,Not Placed
STU_1086,Male,Tier 2,Semi-Urban,Placed
STU_0341,Female,Tier 2,Urban,Not Placed
STU_1062,Female,Tier 3,Semi-Urban,Not Placed
STU_1183,Male,Tier 1,Urban,Placed
STU_0716,Male,Tier 3,Urban,Placed
STU_0850,Male,Tier 1,Urban,Placed
STU_1058,Female,Tier 2,Semi-Urban,Not Placed
STU_0606,Male,Tier 2,Rural,Placed
STU_0083,Male,Tier 2,Urban,Not Placed
STU_0112,Male,Tier 2,Urban,Placed
STU_0678,Female,Tier 2,Urban,Placed
STU_0685,Male,Tier 3,Rural,Not Placed
STU_0273,Female,Tier 3,Urban,Not Placed
STU_1401,Female,Tier 3,Urban,Not Placed
STU_1110,Male,Tier 3,Urban,Not Placed
STU_1300,Male,Tier 1,Urban,Placed
STU_0579,Female,Tier 2,Urban,Placed
STU_0139,Male,Tier 1,Semi-Urban,Placed
STU_0571,Male,Tier 1,Urban,Placed
STU_1289,Female,Tier 3,Semi-Urban,Placed
STU_0476,Male,Tier 3,Semi-Urban,Placed
STU_0327,Female,Tier 3,Rural,Not Placed
STU_0698,Female,Tier 3,Rural,Placed
STU_1458,Male,Tier 1,Rural,Placed
STU_0762,Male,Tier 2,Semi-Urban,Not Placed
STU_0329,Male,Tier 1,Semi-Urban,Not Placed
STU_0164,Female,Tier 3,Rural,Placed
STU_0032,Male,Tier 1,Urban,Not Placed
STU_1249,Male,Tier 2,Rural,Placed
STU_0218,Male,Tier 2,Semi-Urban,Placed
STU_1484,Male,Tier 2,Semi-Urban,Not Placed
STU_0334,Female,Tier 3,Semi-Urban,Placed
STU_0748,Female,Tier 1,Rural,Placed
STU_0176,Male,Tier 3,Rural,Not Placed
STU_1326,Male,Tier 3,Rural,Placed
STU_1463,Female,Tier 3,Urban,Not Placed
STU_0035,Male,Tier 2,Semi-Urban,Not Placed
STU_0854,Male,Tier 1,Urban,Placed
STU_0452,Female,Tier 2,Urban,Not Placed
STU_1211,Female,Tier 1,Urban,Placed
STU_0419,Female,Tier 3,Semi-Urban,Placed
STU_0220,Female,Tier 1,Semi-Urban,Placed
STU_0358,Female,Tier 2,Rural,Placed
STU_0289,Female,Tier 3,Rural,Placed
STU_0550,Female,Tier 1,Urban,Not Placed
STU_0374,Male,Tier 2,Urban,Placed
STU_1456,Female,Tier 1,Urban,Placed
STU_1432,Male,Tier 2,Urban,Not Placed
STU_0863,Female,Tier 1,Rural,Placed
STU_0491,Male,Tier 2,Urban,Placed
STU_0619,Female,Tier 2,Urban,Not Placed
STU_0183,Female,Tier 3,Urban,Not Placed
STU_0609,Female,Tier 3,Semi-Urban,Placed
STU_0615,Male,Tier 2,Urban,Not Placed
STU_0703,Female,Tier 3,Rural,Not Placed
STU_0343,Other,Tier 3,Urban,Not Placed
STU_1367,Male,Tier 2,Urban,Placed
STU_1068,Male,Tier 3,Rural,Not Placed
STU_1388,Male,Tier 1,Semi-Urban,Not Placed
STU_0652,Other,Tier 2,Semi-Urban,Placed
STU_0552,Male,Tier 2,Urban,Not Placed
STU_1422,Male,Tier 3,Urban,Placed
STU_0613,Male,Tier 3,Urban,Not Placed
STU_0686,Female,Tier 2,Urban,Not Placed
STU_0117,Male,Tier 1,Semi-Urban,Placed
STU_0239,Male,Tier 3,Semi-Urban,Placed
STU_0006,Male,Tier 1,Rural,Placed
STU_0132,Female,Tier 2,Urban,Placed
STU_0360,Female,Tier 1,Urban,Placed
STU_0933,Male,Tier 2,Rural,Placed
STU_0811,Female,Tier 1,Urban,Not Placed
STU_0023,Female,Tier 2,Semi-Urban,Placed
STU_1334,Female,Tier 1,Urban,Placed
STU_0454,Female,Tier 1,Semi-Urban,Placed
STU_1128,Female,Tier 2,Rural,Not Placed
STU_0828,Female,Tier 1,Rural,Placed
STU_0312,Male,Tier 3,Urban,Not Placed
STU_0420,Female,Tier 2,Urban,Not Placed
STU_1197,Male,Tier 3,Rural,Not Placed
STU_1304,Female,Tier 3,Urban,Not Placed
STU_1174,Female,Tier 2,Urban,Placed
STU_0633,Male,Tier 2,Urban,Placed
STU_1096,Female,Tier 1,Urban,Placed
STU_0003,Female,Tier 2,Urban,Not Placed
STU_1067,Female,Tier 2,Urban,Placed
STU_1158,Female,Tier 3,Rural,Not Placed
STU_1234,Female,Tier 3,Rural,Not Placed
STU_0839,Female,Tier 2,Semi-Urban,Placed
STU_0214,Female,Tier 2,Urban,Not Placed
STU_0792,Male,Tier 2,Semi-Urban,Placed
STU_0757,Female,Tier 3,Semi-Urban,Not Placed
STU_1370,Female,Tier 1,Urban,Placed
STU_0440,Male,Tier 1,Rural,Placed
STU_1390,Female,Tier 2,Urban,Placed
STU_0038,Female,Tier 3,Urban,Not Placed
STU_1261,Female,Tier 2,Semi-Urban,Not Placed
STU_1195,Male,Tier 2,Urban,Placed
STU_0858,Female,Tier 3,Rural,Not Placed
STU_0335,Other,Tier 2,Rural,Placed
STU_0085,Male,Tier 3,Urban,Not Placed
STU_0980,Male,Tier 1,Semi-Urban,Not Placed
STU_1381,Female,Tier 2,Semi-Urban,Not Placed
STU_1338,Female,Tier 2,Urban,Not Placed
STU_0634,Female,Tier 1,Urban,Placed
STU_0024,Male,Tier 3,Urban,Not Placed
STU_1196,Male,Tier 2,Rural,Not Placed
STU_1400,Female,Tier 1,Urban,Placed
STU_0846,Male,Tier 3,Semi-Urban,Not Placed
STU_0833,Male,Tier 1,Semi-Urban,Placed
STU_1006,Male,Tier 3,Semi-Urban,Not Placed
STU_0559,Male,Tier 3,Urban,Placed
STU_0684,Female,Tier 1,Urban,Placed
STU_0022,Male,Tier 1,Rural,Placed
