student_id,python_score,sql_score,excel_score,stats_score,ml_score,powerbi_score,comm_score,aptitude_score,cgpa,projects_count,internships_count,certifications_count,target_role,placement_status,gender,college_tier,socioeconomic_status
STU_0237,46,54,88,60,45,58,78,71,6.54,2,0,2,Business Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0238,50,80,71,68,39,86,56,67,6.29,1,1,2,Data Analyst,Placed,Male,Tier 1,Rural
STU_0239,98,70,66,75,99,56,64,78,7.77,5,1,2,ML Intern,Placed,Male,Tier 3,Semi-Urban
STU_0240,65,74,71,63,40,88,60,73,6.4,1,1,3,Data Analyst,Not Placed,Male,Tier 1,Urban
STU_0241,70,59,60,76,63,66,70,74,6.28,3,0,4,Data Science Intern,Not Placed,Male,Tier 3,Semi-Urban
STU_0242,73,67,63,79,77,48,71,76,7.52,3,3,3,Data Science Intern,Placed,Male,Tier 2,Urban
STU_0243,78,88,74,91,74,75,86,88,7.64,3,0,4,Data Science Intern,Placed,Other,Tier 2,Urban
STU_0244,45,64,85,67,54,69,89,68,7.45,3,0,2,Business Analyst,Not Placed,Male,Tier 2,Rural
STU_0245,78,83,85,71,66,62,73,74,7.18,3,1,2,Data Analyst,Placed,Male,Tier 1,Semi-Urban
STU_0246,67,81,55,77,69,68,59,63,7.04,2,1,3,Data Science Intern,Placed,Female,Tier 1,Urban
STU_0247,86,72,41,73,78,57,54,47,6.43,1,0,2,Data Scientist,Not Placed,Female,Tier 2,Urban
STU_0248,85,70,57,61,84,70,74,90,8.28,3,0,1,Data Science Intern,Placed,Female,Tier 3,Urban
STU_0249,77,83,53,73,56,59,65,75,7.36,3,1,3,Data Science Intern,Placed,Female,Tier 2,Urban
STU_0250,55,83,82,77,44,78,75,63,6.66,2,1,1,BI Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0251,68,67,86,63,57,77,87,99,7.77,4,0,3,Business Analyst,Placed,Female,Tier 2,Urban
STU_0252,46,65,92,51,51,67,94,76,6.77,3,2,3,Business Analyst,Placed,Male,Tier 2,Rural
STU_0253,63,91,87,66,49,84,87,67,8.47,3,0,2,BI Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0254,53,78,89,64,45,79,95,93,8.35,5,0,3,Business Analyst,Placed,Female,Tier 3,Rural
STU_0255,66,83,75,63,53,84,66,63,7.08,1,1,3,Data Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0256,82,70,70,93,91,62,81,77,7.22,4,0,2,Data Scientist,Placed,Other,Tier 1,Semi-Urban
STU_0257,81,72,61,80,73,65,69,72,7.48,3,0,3,Data Science Intern,Placed,Male,Tier 1,Semi-Urban
STU_0258,99,78,61,80,95,55,64,73,7.91,3,0,2,ML Intern,Placed,Male,Tier 2,Urban
STU_0259,92,60,69,88,99,66,65,83,8.0,4,2,2,Data Scientist,Placed,Other,Tier 2,Semi-Urban
STU_0260,57,88,85,78,49,81,60,78,7.05,3,0,3,Data Analyst,Not Placed,Male,Tier 1,Urban
STU_0261,93,74,57,84,99,51,66,69,7.37,4,0,3,ML Intern,Placed,Female,Tier 3,Urban
STU_0262,73,78,79,78,74,64,69,80,6.96,4,0,3,Data Science Intern,Placed,Male,Tier 2,Urban
STU_0263,49,90,73,72,41,81,71,71,6.87,4,0,2,Data Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0264,73,74,47,78,86,60,62,64,6.88,2,0,3,Data Scientist,Placed,Female,Tier 1,Rural
STU_0265,56,75,55,63,43,90,61,41,6.46,1,2,4,BI Analyst,Not Placed,Male,Tier 3,Urban
STU_0266,48,72,55,45,59,74,70,55,5.82,1,0,3,BI Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0267,81,77,62,85,95,62,71,75,8.52,4,1,1,ML Intern,Placed,Male,Tier 1,Rural
STU_0268,84,48,33,78,84,44,46,63,6.65,2,0,3,ML Intern,Not Placed,Female,Tier 3,Urban
STU_0269,47,49,77,64,55,68,90,65,6.39,2,1,2,Business Analyst,Not Placed,Female,Tier 2,Urban
STU_0270,54,55,85,57,54,64,88,77,6.97,2,0,4,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0271,56,80,73,63,49,89,76,78,8.14,2,2,3,BI Analyst,Placed,Male,Tier 3,Rural
STU_0272,67,76,89,57,56,95,64,75,7.12,3,1,3,BI Analyst,Not Placed,Female,Tier 3,Urban
STU_0273,57,79,92,61,46,91,83,73,7.59,3,1,2,BI Analyst,Not Placed,Female,Tier 3,Urban
STU_0274,80,73,46,68,63,63,45,88,7.43,3,1,3,Data Science Intern,Not Placed,Male,Tier 3,Semi-Urban
STU_0275,88,76,68,99,88,64,66,74,7.39,3,0,3,Data Scientist,Not Placed,Male,Tier 3,Rural
STU_0276,83,71,56,75,83,47,69,77,7.09,4,0,1,Data Scientist,Placed,Female,Tier 1,Rural
STU_0277,56,75,99,71,37,87,68,61,7.02,2,1,3,BI Analyst,Not Placed,Female,Tier 2,Urban
STU_0278,84,79,57,93,99,68,64,86,8.06,3,0,2,ML Intern,Placed,Female,Tier 2,Rural
STU_0279,93,67,51,93,90,57,58,67,7.13,3,0,2,ML Intern,Not Placed,Male,Tier 3,Urban
STU_0280,55,83,74,66,39,81,83,78,7.51,3,2,3,BI Analyst,Placed,Female,Tier 2,Urban
STU_0281,74,68,61,76,78,72,68,67,7.4,2,1,3,Data Science Intern,Placed,Male,Tier 1,Rural
STU_0282,58,62,86,76,57,79,81,87,7.84,3,1,1,Business Analyst,Placed,Female,Tier 3,Semi-Urban
STU_0283,59,60,95,71,58,75,90,92,6.95,3,0,3,Business Analyst,Not Placed,Male,Tier 3,Urban
STU_0284,59,72,70,63,36,70,70,47,5.88,1,0,3,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0285,99,86,59,90,84,69,75,67,7.33,3,2,3,Data Scientist,Placed,Male,Tier 1,Semi-Urban
STU_0286,63,77,77,59,62,83,59,57,7.31,3,0,4,Data Analyst,Not Placed,Female,Tier 1,Rural
STU_0287,79,77,59,91,85,63,66,63,6.81,3,1,1,Data Scientist,Placed,Male,Tier 1,Rural
STU_0288,86,87,63,91,83,53,68,81,7.34,3,0,2,Data Scientist,Not Placed,Male,Tier 2,Semi-Urban
STU_0289,51,66,83,75,49,89,99,86,8.11,3,1,2,Business Analyst,Placed,Female,Tier 3,Rural
STU_0290,78,60,49,74,92,59,69,59,7.06,3,1,1,Data Scientist,Placed,Male,Tier 1,Semi-Urban
STU_0291,55,90,84,68,58,92,68,72,7.94,2,0,2,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0292,72,99,73,82,60,91,72,78,8.12,4,0,3,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0293,63,99,85,57,46,84,62,69,7.49,3,1,3,BI Analyst,Placed,Female,Tier 2,Urban
STU_0294,69,65,99,77,53,84,99,99,8.4,5,0,2,Business Analyst,Placed,Female,Tier 2,Urban
STU_0295,65,83,83,67,39,96,72,76,7.62,3,1,3,Data Analyst,Not Placed,Female,Tier 3,Urban
STU_0296,76,62,50,63,90,40,49,64,6.14,3,0,3,Data Scientist,Not Placed,Female,Tier 3,Semi-Urban
STU_0297,69,84,72,75,57,94,83,92,7.53,2,1,3,BI Analyst,Placed,Male,Tier 2,Urban
STU_0298,68,59,98,65,51,61,86,76,7.15,2,0,2,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0299,99,82,45,84,99,55,74,83,7.65,4,1,3,ML Intern,Placed,Male,Tier 2,Urban
STU_0300,68,83,74,63,61,82,70,70,7.6,3,0,2,Data Analyst,Placed,Male,Tier 1,Urban
STU_0301,59,89,77,57,57,76,68,81,7.24,3,1,2,Data Analyst,Placed,Male,Tier 1,Semi-Urban
STU_0302,79,72,45,76,80,40,61,71,6.32,2,1,1,Data Scientist,Not Placed,Male,Tier 2,Urban
STU_0303,84,83,61,94,74,58,66,67,7.08,3,2,2,Data Scientist,Placed,Male,Tier 1,Urban
STU_0304,89,81,50,78,82,40,44,64,6.58,2,0,4,ML Intern,Not Placed,Male,Tier 2,Semi-Urban
STU_0305,73,78,50,73,90,39,53,72,6.79,2,1,2,ML Intern,Not Placed,Female,Tier 2,Rural
STU_0306,85,79,70,79,76,66,63,75,7.38,2,1,3,Data Science Intern,Placed,Male,Tier 2,Urban
STU_0307,85,85,65,99,90,56,73,88,8.11,5,1,3,Data Scientist,Placed,Female,Tier 1,Urban
STU_0308,65,60,74,68,37,71,85,81,8.28,3,0,1,Business Analyst,Not Placed,Male,Tier 2,Rural
STU_0309,55,69,70,56,43,81,71,70,6.49,2,1,4,BI Analyst,Not Placed,Male,Tier 2,Urban
STU_0310,55,68,74,63,51,80,82,77,7.59,3,0,2,Business Analyst,Placed,Male,Tier 2,Rural
STU_0311,87,86,74,87,95,65,71,80,7.97,5,0,2,Data Scientist,Placed,Male,Tier 2,Urban
STU_0312,65,81,94,59,53,71,58,67,6.64,3,2,2,Data Analyst,Not Placed,Male,Tier 3,Urban
STU_0313,62,99,78,59,53,62,67,69,7.47,2,0,3,Data Analyst,Not Placed,Female,Tier 1,Urban
STU_0314,80,79,61,74,64,54,70,63,7.01,2,0,3,Data Science Intern,Placed,Female,Tier 2,Urban
STU_0315,49,69,78,72,34,68,69,66,7.0,2,1,4,BI Analyst,Not Placed,Male,Tier 1,Rural
STU_0316,91,68,56,84,97,39,62,79,7.37,4,1,2,ML Intern,Placed,Male,Tier 1,Rural
STU_0317,43,74,79,59,49,67,71,76,6.69,3,1,2,Business Analyst,Placed,Female,Tier 3,Rural
STU_0318,72,82,76,77,52,76,71,78,7.48,3,0,3,Data Analyst,Placed,Male,Tier 2,Rural
STU_0319,75,84,84,60,40,74,64,57,6.18,2,0,3,Data Analyst,Not Placed,Male,Tier 2,Rural
STU_0320,46,63,85,62,45,66,79,69,7.02,1,0,2,Business Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0321,99,80,62,81,99,54,66,83,7.12,4,0,2,Data Scientist,Placed,Female,Tier 1,Rural
STU_0322,89,73,66,80,76,46,62,88,6.76,4,0,3,ML Intern,Placed,Female,Tier 1,Urban
STU_0323,84,86,64,93,94,52,76,88,7.64,4,1,2,ML Intern,Placed,Female,Tier 3,Urban
STU_0324,55,60,78,46,49,73,76,74,7.85,2,0,2,Business Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0325,72,62,60,68,68,58,57,88,6.66,3,0,2,Data Science Intern,Not Placed,Male,Tier 2,Rural
STU_0326,99,67,61,86,99,49,75,75,7.66,3,0,2,ML Intern,Placed,Male,Tier 2,Semi-Urban
STU_0327,68,74,63,96,66,56,56,75,6.65,4,1,2,Data Scientist,Not Placed,Female,Tier 3,Rural
STU_0328,66,50,39,70,72,46,61,70,6.41,1,1,3,ML Intern,Not Placed,Female,Tier 2,Semi-Urban
STU_0329,55,57,67,63,33,71,89,76,6.48,1,1,1,Business Analyst,Not Placed,Male,Tier 1,Semi-Urban
STU_0330,45,61,99,65,52,84,97,88,7.75,3,1,2,Business Analyst,Placed,Male,Tier 2,Rural
STU_0331,46,57,88,61,40,77,81,71,7.24,2,0,1,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0332,63,85,89,84,55,99,82,81,8.95,4,0,3,BI Analyst,Placed,Male,Tier 1,Rural
STU_0333,48,78,76,69,51,66,73,69,6.84,2,0,3,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0334,64,83,77,71,56,66,65,69,7.29,2,2,2,Data Analyst,Placed,Female,Tier 3,Semi-Urban
STU_0335,72,99,82,72,56,80,73,83,7.92,4,0,3,Data Analyst,Placed,Other,Tier 2,Rural
STU_0336,64,95,77,74,60,99,76,64,7.99,4,1,2,Data Analyst,Placed,Male,Tier 1,Urban
STU_0337,51,91,93,75,60,99,80,87,8.77,3,1,3,BI Analyst,Placed,Male,Tier 2,Urban
STU_0338,80,67,46,82,92,57,69,73,8.28,4,0,2,ML Intern,Not Placed,Male,Tier 3,Semi-Urban
STU_0339,89,70,75,87,83,75,62,73,7.4,3,0,2,Data Scientist,Placed,Male,Tier 1,Urban
STU_0340,57,84,86,77,74,64,76,69,7.4,1,1,2,Data Analyst,Placed,Male,Tier 1,Semi-Urban
STU_0341,84,75,57,99,92,62,80,69,7.52,2,0,2,Data Scientist,Not Placed,Female,Tier 2,Urban
STU_0342,72,57,52,82,80,56,53,79,6.76,3,1,3,Data Scientist,Placed,Male,Tier 1,Rural
STU_0343,60,83,62,66,39,71,68,67,6.63,2,1,3,Data Analyst,Not Placed,Other,Tier 3,Urban
STU_0344,79,76,48,93,80,66,62,72,7.43,3,2,2,Data Scientist,Placed,Female,Tier 2,Semi-Urban
STU_0345,43,68,78,64,41,56,80,70,6.74,1,0,4,Business Analyst,Not Placed,Female,Tier 2,Rural
STU_0346,84,57,59,75,82,53,67,72,6.53,2,0,2,ML Intern,Not Placed,Male,Tier 3,Rural
STU_0347,84,58,52,77,90,51,71,73,7.95,4,0,0,ML Intern,Placed,Female,Tier 2,Semi-Urban
STU_0348,66,96,87,72,52,78,66,71,7.51,2,0,3,Data Analyst,Not Placed,Male,Tier 1,Semi-Urban
STU_0349,56,61,74,74,48,62,82,81,6.71,3,1,2,Business Analyst,Placed,Male,Tier 1,Urban
STU_0350,99,67,69,96,89,55,62,80,7.82,4,0,1,ML Intern,Placed,Male,Tier 2,Urban
STU_0351,79,75,62,73,62,52,62,72,6.3,3,0,2,Data Scientist,Not Placed,Female,Tier 1,Urban
STU_0352,53,80,88,64,44,81,72,81,7.53,3,0,3,BI Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0353,81,64,47,83,97,50,59,71,6.99,1,0,2,ML Intern,Not Placed,Male,Tier 1,Urban
STU_0354,35,78,72,62,37,66,56,68,6.38,1,0,4,Data Analyst,Not Placed,Male,Tier 1,Semi-Urban
STU_0355,59,97,83,58,51,73,51,82,7.34,2,0,4,Data Analyst,Not Placed,Male,Tier 2,Urban
STU_0356,91,71,55,67,82,56,54,54,7.36,3,0,2,ML Intern,Not Placed,Male,Tier 3,Semi-Urban
STU_0357,68,89,89,81,64,88,85,66,7.77,4,3,3,Data Analyst,Placed,Male,Tier 3,Semi-Urban
STU_0358,92,84,54,76,80,56,75,75,7.41,5,1,3,Data Scientist,Placed,Female,Tier 2,Rural
STU_0359,62,62,68,70,64,56,73,61,6.14,1,1,4,Data Science Intern,Not Placed,Male,Tier 3,Urban
STU_0360,99,87,68,99,83,65,66,92,8.14,4,2,2,Data Scientist,Placed,Female,Tier 1,Urban
STU_0361,69,81,99,65,48,66,99,90,8.07,3,0,3,Business Analyst,Placed,Female,Tier 1,Urban
STU_0362,85,81,50,84,88,58,64,66,7.5,4,0,2,ML Intern,Not Placed,Male,Tier 2,Urban
STU_0363,84,83,59,89,73,57,60,80,7.42,2,1,3,Data Scientist,Placed,Female,Tier 2,Semi-Urban
STU_0364,80,76,63,84,79,46,61,67,6.12,2,0,2,Data Scientist,Not Placed,Female,Tier 2,Urban
STU_0365,70,67,56,58,63,62,56,70,7.05,2,1,3,Data Science Intern,Placed,Female,Tier 1,Urban
STU_0366,70,75,99,68,59,72,86,65,7.32,3,1,2,Business Analyst,Placed,Female,Tier 1,Rural
STU_0367,92,93,70,83,74,74,86,68,8.26,3,0,3,Data Science Intern,Placed,Female,Tier 2,Semi-Urban
STU_0368,85,78,74,86,76,69,74,87,8.29,3,1,1,Data Science Intern,Placed,Male,Tier 3,Urban
STU_0369,63,81,68,63,56,76,71,81,6.73,2,0,3,Data Analyst,Not Placed,Female,Tier 2,Urban
STU_0370,64,77,71,43,45,70,65,63,6.62,1,3,2,Data Analyst,Placed,Male,Tier 1,Urban
STU_0371,60,69,74,72,66,78,71,78,6.85,2,0,4,Data Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0372,47,76,66,66,44,71,53,66,5.5,0,1,2,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0373,79,76,79,71,60,75,48,82,7.49,1,1,2,Data Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0374,91,54,49,89,96,56,60,74,7.62,3,1,3,ML Intern,Placed,Male,Tier 2,Urban
STU_0375,59,88,71,60,57,75,76,63,6.47,2,0,2,Data Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0376,42,47,76,41,33,53,82,77,6.57,1,0,2,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0377,46,93,99,65,46,99,67,73,7.42,3,0,3,BI Analyst,Placed,Female,Tier 2,Semi-Urban
STU_0378,61,89,80,62,42,73,58,68,6.31,2,0,4,Data Analyst,Not Placed,Female,Tier 2,Rural
STU_0379,46,63,82,52,33,79,69,51,6.0,2,0,4,BI Analyst,Not Placed,Male,Tier 2,Urban
STU_0380,38,40,82,50,28,52,70,70,5.5,1,2,3,Business Analyst,Not Placed,Female,Tier 1,Urban
STU_0381,62,80,80,63,49,62,75,72,6.94,2,1,3,Data Analyst,Placed,Female,Tier 3,Rural
STU_0382,89,91,64,79,99,62,74,80,7.7,4,1,1,ML Intern,Placed,Female,Tier 2,Urban
STU_0383,98,74,66,72,91,71,65,78,7.5,4,0,2,ML Intern,Placed,Female,Tier 1,Urban
STU_0384,50,69,59,58,47,83,71,68,6.53,2,1,2,BI Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0385,91,64,47,73,87,58,54,72,6.81,4,1,3,ML Intern,Placed,Male,Tier 2,Semi-Urban
STU_0386,61,75,80,53,37,91,73,74,7.38,2,1,3,BI Analyst,Not Placed,Male,Tier 3,Rural
STU_0387,45,50,79,46,50,57,79,67,6.33,3,1,3,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0388,68,81,78,76,54,83,62,61,7.35,3,1,3,Data Analyst,Placed,Male,Tier 1,Urban
STU_0389,61,81,87,65,53,78,92,73,7.92,2,2,3,BI Analyst,Placed,Female,Tier 3,Urban
STU_0390,67,80,86,58,58,89,80,81,7.97,4,1,2,BI Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0391,64,66,68,90,68,66,67,86,7.0,2,0,2,Data Science Intern,Placed,Female,Tier 1,Urban
STU_0392,36,62,71,40,46,72,82,78,7.3,3,0,3,Business Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0393,69,56,83,51,43,66,78,89,6.24,2,1,3,Business Analyst,Placed,Male,Tier 2,Urban
STU_0394,61,77,57,55,64,80,78,77,6.53,2,0,3,BI Analyst,Placed,Female,Tier 1,Urban
STU_0395,51,55,65,64,38,72,74,77,6.89,2,0,2,Business Analyst,Not Placed,Female,Tier 2,Urban
STU_0396,76,76,58,86,67,51,69,74,6.89,3,0,2,Data Science Intern,Placed,Male,Tier 2,Rural
STU_0397,62,95,81,66,44,97,80,71,7.5,2,1,3,BI Analyst,Placed,Male,Tier 1,Rural
STU_0398,67,83,47,76,81,45,51,56,5.89,3,0,3,Data Scientist,Not Placed,Male,Tier 2,Rural
STU_0399,69,83,99,62,49,89,83,74,8.66,3,1,3,BI Analyst,Placed,Female,Tier 2,Urban
STU_0400,59,71,66,47,30,81,70,64,6.61,3,0,3,BI Analyst,Not Placed,Male,Tier 1,Urban
STU_0401,71,91,77,54,48,73,63,65,7.64,2,1,3,Data Analyst,Not Placed,Male,Tier 3,Urban
STU_0402,65,65,56,73,69,51,74,61,6.67,2,1,4,Data Science Intern,Placed,Male,Tier 1,Semi-Urban
STU_0403,61,67,42,74,52,56,59,53,5.84,2,0,2,Data Scientist,Not Placed,Male,Tier 1,Urban
STU_0404,49,97,77,60,35,88,77,80,7.46,4,3,3,BI Analyst,Placed,Female,Tier 1,Urban
STU_0405,43,54,91,71,37,84,89,92,7.61,3,0,1,Business Analyst,Placed,Female,Tier 2,Urban
STU_0406,72,52,62,82,62,58,65,49,7.16,3,2,3,Data Science Intern,Placed,Male,Tier 2,Semi-Urban
STU_0407,63,56,88,60,55,75,84,74,7.37,3,1,2,Business Analyst,Placed,Female,Tier 2,Urban
STU_0408,71,71,87,62,64,82,75,73,7.68,2,1,3,Data Analyst,Placed,Female,Tier 2,Urban
STU_0409,53,58,62,68,71,57,53,58,6.03,2,0,3,Data Science Intern,Not Placed,Male,Tier 3,Urban
STU_0410,60,62,90,69,59,64,75,84,6.61,2,0,2,Data Analyst,Placed,Male,Tier 1,Urban
STU_0411,44,72,88,52,53,82,84,93,7.02,4,0,3,Business Analyst,Placed,Female,Tier 2,Semi-Urban
STU_0412,55,55,60,69,58,62,66,72,6.53,1,1,1,Data Science Intern,Not Placed,Female,Tier 1,Semi-Urban
STU_0413,75,78,63,92,65,79,70,63,7.65,2,0,4,Data Science Intern,Placed,Female,Tier 1,Urban
STU_0414,88,70,60,86,78,47,67,69,6.85,2,0,2,Data Scientist,Not Placed,Male,Tier 2,Semi-Urban
STU_0415,93,54,60,76,99,57,66,80,7.49,4,1,3,ML Intern,Placed,Female,Tier 1,Urban
STU_0416,77,88,75,87,94,54,60,76,6.81,4,0,2,Data Scientist,Placed,Female,Tier 2,Urban
STU_0417,45,51,80,54,29,68,83,73,5.54,2,0,2,Business Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0418,64,59,93,57,42,73,84,82,8.16,4,2,2,Business Analyst,Placed,Other,Tier 1,Rural
STU_0419,81,71,48,62,91,40,58,74,6.03,4,2,2,ML Intern,Placed,Female,Tier 3,Semi-Urban
STU_0420,53,84,78,51,60,83,69,73,6.49,2,0,4,BI Analyst,Not Placed,Female,Tier 2,Urban
STU_0421,59,84,98,61,47,88,83,60,7.14,3,1,1,BI Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0422,47,81,71,65,58,85,69,76,7.76,3,0,3,BI Analyst,Placed,Female,Tier 2,Urban
STU_0423,63,64,81,69,54,82,79,62,6.5,1,0,4,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0424,86,73,60,96,72,52,77,84,7.19,3,0,3,Data Scientist,Placed,Female,Tier 1,Urban
STU_0425,61,91,85,81,55,88,90,77,6.51,4,1,4,Data Analyst,Placed,Male,Tier 3,Semi-Urban
STU_0426,89,85,61,99,87,59,63,88,7.52,5,3,3,Data Scientist,Placed,Female,Tier 2,Urban
STU_0427,92,73,65,74,84,62,80,71,6.43,3,1,2,Data Scientist,Not Placed,Male,Tier 3,Semi-Urban
STU_0428,63,63,53,83,80,63,75,71,7.14,2,0,2,Data Science Intern,Not Placed,Female,Tier 3,Semi-Urban
STU_0429,45,55,78,44,43,68,86,77,6.41,2,1,3,Business Analyst,Placed,Male,Tier 1,Urban
STU_0430,61,76,81,74,44,79,70,65,6.4,3,0,2,Data Analyst,Placed,Male,Tier 1,Rural
STU_0431,52,78,66,65,40,81,80,58,6.17,2,1,2,Data Analyst,Not Placed,Female,Tier 1,Semi-Urban
STU_0432,45,60,71,38,37,65,58,48,5.5,1,1,2,BI Analyst,Not Placed,Female,Tier 3,Urban
STU_0433,94,64,60,78,87,53,58,78,7.78,3,0,2,ML Intern,Not Placed,Male,Tier 3,Urban
STU_0434,78,81,93,84,50,72,75,70,7.71,3,1,3,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0435,64,70,62,48,48,62,57,65,5.8,0,0,2,Data Analyst,Not Placed,Male,Tier 1,Urban
STU_0436,77,63,49,78,85,43,57,66,6.91,3,0,3,ML Intern,Placed,Female,Tier 1,Rural
STU_0437,54,87,97,64,49,75,77,76,7.44,3,2,3,Data Analyst,Not Placed,Female,Tier 3,Urban
STU_0438,65,83,89,61,59,99,75,69,8.6,3,2,2,BI Analyst,Placed,Female,Tier 3,Urban
STU_0439,98,64,63,77,85,53,55,75,7.35,3,0,3,ML Intern,Placed,Male,Tier 1,Rural
STU_0440,55,68,79,62,47,65,76,73,6.21,3,0,3,Data Analyst,Placed,Male,Tier 1,Rural
STU_0441,68,79,66,82,51,71,70,78,7.51,2,1,3,Data Analyst,Not Placed,Other,Tier 2,Urban
STU_0442,81,88,80,74,72,76,55,78,7.43,3,1,2,Data Science Intern,Placed,Male,Tier 1,Semi-Urban
STU_0443,36,55,79,54,38,61,99,91,7.03,3,0,2,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0444,37,70,77,57,41,63,88,77,6.09,0,1,2,Business Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0445,50,68,69,47,46,75,70,78,7.02,1,1,2,BI Analyst,Not Placed,Female,Tier 2,Rural
STU_0446,78,67,60,84,69,55,53,70,7.18,3,0,4,Data Science Intern,Placed,Female,Tier 2,Urban
STU_0447,81,68,68,73,69,44,67,80,7.1,2,0,3,Data Science Intern,Placed,Male,Tier 2,Urban
STU_0448,59,89,80,73,54,87,92,85,7.99,3,1,3,BI Analyst,Placed,Female,Tier 1,Urban
STU_0449,47,67,90,66,34,81,82,79,7.51,2,0,2,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0450,81,83,76,50,61,67,59,66,6.83,4,0,3,Data Analyst,Placed,Male,Tier 2,Urban
STU_0451,65,84,75,63,42,86,73,76,7.56,3,0,3,BI Analyst,Placed,Male,Tier 2,Rural
STU_0452,84,72,49,82,73,42,55,69,6.23,2,1,2,Data Scientist,Not Placed,Female,Tier 2,Urban
STU_0453,96,79,55,89,87,64,77,88,7.52,4,0,2,Data Scientist,Placed,Male,Tier 1,Semi-Urban
STU_0454,69,67,57,80,80,59,66,83,6.86,2,0,3,Data Science Intern,Placed,Female,Tier 1,Semi-Urban
STU_0455,65,84,70,72,44,69,64,65,6.67,1,0,2,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0456,99,81,83,99,83,81,76,98,8.8,5,0,2,Data Scientist,Placed,Male,Tier 2,Urban
STU_0457,63,84,80,79,44,84,78,77,7.16,3,1,3,Data Analyst,Placed,Male,Tier 2,Urban
STU_0458,99,68,63,79,87,54,59,82,6.48,2,1,2,Data Scientist,Not Placed,Male,Tier 3,Semi-Urban
STU_0459,56,69,74,71,60,77,76,58,6.61,2,0,3,Data Analyst,Not Placed,Male,Tier 2,Urban
STU_0460,64,86,85,74,63,80,75,75,8.52,4,1,3,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0461,56,82,79,67,53,79,65,80,6.81,3,2,3,Data Analyst,Placed,Female,Tier 1,Urban
STU_0462,70,55,68,63,69,48,39,65,6.29,3,0,1,ML Intern,Not Placed,Female,Tier 3,Semi-Urban
STU_0463,77,73,68,55,59,99,75,80,7.86,4,0,3,BI Analyst,Placed,Female,Tier 2,Semi-Urban
STU_0464,92,86,55,63,73,51,61,71,6.92,3,1,1,Data Scientist,Placed,Male,Tier 1,Semi-Urban
STU_0465,92,91,73,93,82,72,84,82,8.2,3,0,2,Data Science Intern,Placed,Female,Tier 2,Urban
STU_0466,71,57,86,64,54,87,90,75,7.66,2,0,2,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0467,54,65,67,58,31,65,76,84,6.99,3,0,3,Business Analyst,Not Placed,Male,Tier 3,Rural
STU_0468,63,77,91,58,57,86,78,80,7.96,2,1,3,BI Analyst,Not Placed,Male,Tier 3,Urban
STU_0469,54,72,84,63,42,74,89,80,7.05,2,0,3,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0470,65,79,72,74,65,77,76,75,7.07,3,1,3,Data Science Intern,Not Placed,Female,Tier 3,Semi-Urban
STU_0471,56,78,92,71,50,84,64,84,7.23,2,0,2,Data Analyst,Placed,Male,Tier 1,Rural
STU_0472,80,64,56,51,55,48,65,65,6.19,1,1,2,Data Science Intern,Not Placed,Female,Tier 2,Urban
STU_0473,49,77,81,69,35,74,54,74,6.48,2,1,2,Data Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0474,85,70,64,77,58,70,71,84,7.73,3,0,3,Data Science Intern,Placed,Female,Tier 2,Semi-Urban
